"","X","last_first_name","BBE","Avg.LA","LA.Std.Dev","Sweet.Spot.","HH.LA","Oppo.FB.","Oppo.FB.EV","High.AA.","season","game_type","handedness","level","oppo_fb_pct_rank","oppo_fb_ev_pct_rank","high_aa_pct_rank","attack_angle_avg_rank","sweet_spot_pct_rank","launch_angle_avg_rank","hard_hit_pct_rank",".groups","poor_loft","loft_cohort","hhla_norm","avg_la_norm","ideal_aa_norm","sweet_spot_norm","angles_score","angles_tier","interaction_cohort","swspt_cohort"
"1757",1757,"Horwitz, Spencer",292,15.7,27.2,39.7,12.8,38.3,85.4,24.8,2025,"R","Overall","MLB",82.1,16.9,51.9,51.9,85.2,66.8,50.1,"drop",TRUE,"Poor Loft",0.501,0.668,0.519,0.852,0.635,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"1758",1758,"Hoskins, Rhys",194,22.1,28,40.7,21.1,13.8,91,62.6,2025,"R","Overall","MLB",2.3,77.1,97.9,97.9,91.4,96.1,96.6,"drop",FALSE,"Non-Poor Loft",0.966,0.961,0.979,0.914,0.955,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1759",1759,"House, Brady",188,5.8,28,38.3,7.7,53.3,86.5,24.3,2025,"R","Overall","MLB",98.4,28.8,49.6,49.6,75.3,5.5,11.4,"drop",TRUE,"Poor Loft",0.114,0.055,0.496,0.753,0.3545,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"1760",1760,"Ibáñez, Andy",151,12.6,28.5,34.4,12,35.7,84.7,8.7,2025,"R","Overall","MLB",70.1,11.2,7.8,7.8,33.8,40.8,43.1,"drop",TRUE,"Poor Loft",0.431,0.408,0.078,0.338,0.31375,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1761",1761,"Iglesias, Jose",251,3.7,28.3,27.1,4.3,33.3,83.3,6.7,2025,"R","Overall","MLB",61.8,6.2,5.2,5.2,0.8,2.1,3.1,"drop",TRUE,"Poor Loft",0.031,0.021,0.052,0.008,0.028,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1762",1762,"India, Jonathan",392,17.1,28.5,34.4,13.6,27.4,88.8,22.7,2025,"R","Overall","MLB",33.8,54,44.7,44.7,33.8,78.2,59.5,"drop",FALSE,"Non-Poor Loft",0.595,0.782,0.447,0.338,0.5405,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1763",1763,"Isbel, Kyle",286,8.7,32.3,29,0.3,31.5,85,4.7,2025,"R","Overall","MLB",52.2,13.8,2.3,2.3,3.4,16.6,0.8,"drop",FALSE,"Non-Poor Loft",0.008,0.166,0.023,0.034,0.05775,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1764",1764,"Jackson, Jeremiah",120,10.8,28.6,29.2,13.2,45.5,94.9,29.8,2025,"R","Overall","MLB",96.4,98.4,63.4,63.4,4.2,28.8,55.1,"drop",FALSE,"Non-Poor Loft",0.551,0.288,0.634,0.042,0.37875,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1765",1765,"Jansen, Danny",203,24,29.8,36.9,19,16.7,88.6,56.5,2025,"R","Overall","MLB",3.6,51.4,96.4,96.4,64.4,99.2,91.4,"drop",FALSE,"Non-Poor Loft",0.914,0.992,0.964,0.644,0.8785,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1766",1766,"Jeffers, Ryan",316,15,27.8,34.2,11.7,33.8,87.2,22.4,2025,"R","Overall","MLB",64.2,36.6,43.6,43.6,30.9,60.8,40.3,"drop",TRUE,"Poor Loft",0.403,0.608,0.436,0.309,0.439,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1767",1767,"Jones, Nolan",242,13,27.3,36.8,14.6,43.8,90.5,22.3,2025,"R","Overall","MLB",94,74,43.4,43.4,62.3,44.9,66,"drop",FALSE,"Non-Poor Loft",0.66,0.449,0.434,0.623,0.5415,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1768",1768,"Judge, Aaron",388,19.1,24.3,40.5,20.8,34.9,94.1,39.1,2025,"R","Overall","MLB",69.1,95.6,82.3,82.3,90.6,89.4,95.3,"drop",FALSE,"Non-Poor Loft",0.953,0.894,0.823,0.906,0.894,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1769",1769,"Julien, Edouard",122,6.1,23.4,40.2,14.6,40.9,91.1,41.4,2025,"R","Overall","MLB",88.6,77.7,85.2,85.2,88.8,6,66,"drop",FALSE,"Non-Poor Loft",0.66,0.06,0.852,0.888,0.615,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1770",1770,"Jung, Josh",353,12.8,27.2,41.1,13.3,30.7,90.5,34.7,2025,"R","Overall","MLB",48.6,74,74.8,74.8,92.2,42.9,56.1,"drop",FALSE,"Non-Poor Loft",0.561,0.429,0.748,0.922,0.665,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1771",1771,"Keaschall, Luke",154,10,26.5,39.6,9.3,34.3,85.5,17.9,2025,"R","Overall","MLB",65.5,17.4,32.5,32.5,84.4,23.9,23.1,"drop",TRUE,"Poor Loft",0.231,0.239,0.325,0.844,0.40975,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"1772",1772,"Keith, Colt",316,13.3,27.9,43.7,15.9,32.6,88.8,28.6,2025,"R","Overall","MLB",58.7,54,61.6,61.6,98.2,47.3,75.1,"drop",FALSE,"Non-Poor Loft",0.751,0.473,0.616,0.982,0.7055,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1773",1773,"Kelly, Carson",293,16.4,29.1,38.2,14.6,32.2,88.5,31.8,2025,"R","Overall","MLB",55.6,50.6,67.5,67.5,74.5,72.5,66,"drop",FALSE,"Non-Poor Loft",0.66,0.725,0.675,0.745,0.70125,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1774",1774,"Kemp, Otto",131,11.5,25.4,40.5,17.5,32.6,89.9,24.6,2025,"R","Overall","MLB",58.7,66.5,51.4,51.4,90.6,33.5,86.2,"drop",FALSE,"Non-Poor Loft",0.862,0.335,0.514,0.906,0.65425,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1775",1775,"Kepler, Max",328,16.3,28.2,35.1,13.7,24.1,88.1,12,2025,"R","Overall","MLB",18.2,47,13.5,13.5,42.3,71.4,60.3,"drop",FALSE,"Non-Poor Loft",0.603,0.714,0.135,0.423,0.46875,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1776",1776,"Kim, Ha-Seong",134,15.6,31.3,35.1,8.7,30.3,85.5,6.9,2025,"R","Overall","MLB",47,17.4,5.7,5.7,42.3,66.5,17.9,"drop",FALSE,"Non-Poor Loft",0.179,0.665,0.057,0.423,0.331,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1777",1777,"Kim, Hyeseong",109,7,23.8,42.2,12.8,30,87.7,19.8,2025,"R","Overall","MLB",45.7,42.3,37.4,37.4,95.1,9.6,50.1,"drop",FALSE,"Non-Poor Loft",0.501,0.096,0.374,0.951,0.4805,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"1778",1778,"Kiner-Falefa, Isiah",349,4.1,27.1,31.2,3.8,37.5,86.1,10.4,2025,"R","Overall","MLB",79.7,23.1,10.1,10.1,10.1,2.6,2.6,"drop",TRUE,"Poor Loft",0.026,0.026,0.101,0.101,0.0635,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1779",1779,"Kirk, Alejandro",398,12,27.6,35.9,9.4,36.6,90,16.9,2025,"R","Overall","MLB",75.6,68.1,28.8,28.8,52.5,36.4,23.4,"drop",FALSE,"Non-Poor Loft",0.234,0.364,0.288,0.525,0.35275,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1780",1780,"Kjerstad, Heston",112,12.7,28.9,42,18.7,42.9,92.5,32.5,2025,"R","Overall","MLB",91.9,88.1,69.4,69.4,94.8,41.6,89.6,"drop",FALSE,"Non-Poor Loft",0.896,0.416,0.694,0.948,0.7385,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1781",1781,"Koss, Christian",130,5.2,28,35.4,10.3,18.5,89.4,22.9,2025,"R","Overall","MLB",6.5,61.3,45.2,45.2,46,3.9,29.1,"drop",FALSE,"Non-Poor Loft",0.291,0.039,0.452,0.46,0.3105,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1782",1782,"Kurtz, Nick",272,15.4,24.6,39.3,18.8,37.9,94.2,52.3,2025,"R","Overall","MLB",81.6,96.1,93,93,82.3,65.7,90.4,"drop",FALSE,"Non-Poor Loft",0.904,0.657,0.93,0.823,0.8285,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1783",1783,"Kwan, Steven",555,15.4,24.8,41.8,11.6,33.1,82.4,13,2025,"R","Overall","MLB",61.3,3.4,15.1,15.1,94,65.7,39.2,"drop",TRUE,"Poor Loft",0.392,0.657,0.151,0.94,0.535,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"1784",1784,"Langeliers, Shea",383,16.2,30.5,33.7,14.4,26.1,88.4,26.4,2025,"R","Overall","MLB",25.5,49.6,57.1,57.1,27.3,70.1,65.2,"drop",FALSE,"Non-Poor Loft",0.652,0.701,0.571,0.273,0.54925,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1785",1785,"Langford, Wyatt",343,17.6,28.4,36.4,17.5,32.4,89.8,53.9,2025,"R","Overall","MLB",56.9,63.9,94.5,94.5,57.4,81.8,86.2,"drop",FALSE,"Non-Poor Loft",0.862,0.818,0.945,0.574,0.79975,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1786",1786,"Larnach, Trevor",387,10.9,26.8,36.4,6.8,34,86.3,14.7,2025,"R","Overall","MLB",64.4,26.5,21.6,21.6,57.4,29.4,9.1,"drop",TRUE,"Poor Loft",0.091,0.294,0.216,0.574,0.29375,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1787",1787,"Laureano, Ramón",326,13.5,27.4,38.3,16.5,27.9,89.9,51.6,2025,"R","Overall","MLB",36.1,66.5,92.5,92.5,75.3,49.4,79.2,"drop",FALSE,"Non-Poor Loft",0.792,0.494,0.925,0.753,0.741,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1788",1788,"Lee, Brooks",399,13.2,28.7,31.6,13.7,26.7,88.1,28.9,2025,"R","Overall","MLB",28.6,47,62.1,62.1,12.5,46,60.3,"drop",FALSE,"Non-Poor Loft",0.603,0.46,0.621,0.125,0.45225,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1789",1789,"Lee, Jung Hoo",490,9.7,26.6,35.1,8.4,31.7,83.9,9.6,2025,"R","Overall","MLB",53.5,9.4,9.1,9.1,42.3,21.8,15.8,"drop",FALSE,"Non-Poor Loft",0.158,0.218,0.091,0.423,0.2225,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1790",1790,"Lewis, Royce",298,16.7,30.3,34.6,13.2,19.6,86.2,24.2,2025,"R","Overall","MLB",8.1,24.7,49.1,49.1,36.1,74.5,55.1,"drop",FALSE,"Non-Poor Loft",0.551,0.745,0.491,0.361,0.537,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1791",1791,"Lile, Daylen",268,15,25.4,45.9,11.5,28.8,86.4,31.8,2025,"R","Overall","MLB",39.5,27.8,67.5,67.5,99.2,60.8,38.2,"drop",FALSE,"Non-Poor Loft",0.382,0.608,0.675,0.992,0.66425,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1792",1792,"Lindor, Francisco",515,15.1,29.5,36.3,15.6,27.3,89.8,30.1,2025,"R","Overall","MLB",32.5,63.9,63.6,63.6,56.9,61.8,73.2,"drop",FALSE,"Non-Poor Loft",0.732,0.618,0.636,0.569,0.63875,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1793",1793,"Loftin, Nick",143,14,31.7,35.7,13.4,24.3,86.4,13.4,2025,"R","Overall","MLB",18.7,27.8,15.8,15.8,50.1,51.9,57.4,"drop",FALSE,"Non-Poor Loft",0.574,0.519,0.158,0.501,0.438,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1794",1794,"Lopez, Otto",464,8.4,28.5,33.8,10.8,36.1,87.8,13.7,2025,"R","Overall","MLB",72.7,43.4,17.1,17.1,27.8,14.8,33.5,"drop",FALSE,"Non-Poor Loft",0.335,0.148,0.171,0.278,0.233,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1795",1795,"Lowe, Brandon",364,15.2,27.9,39.3,16.7,28.7,89.8,48.4,2025,"R","Overall","MLB",39.2,63.9,90.4,90.4,82.3,63.1,80.8,"drop",FALSE,"Non-Poor Loft",0.808,0.631,0.904,0.823,0.7915,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1796",1796,"Lowe, Josh",286,9.2,27.7,36.4,11.3,32.2,86.7,17.5,2025,"R","Overall","MLB",55.6,30.4,31.4,31.4,57.4,18.4,37.1,"drop",FALSE,"Non-Poor Loft",0.371,0.184,0.314,0.574,0.36075,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1797",1797,"Lowe, Nathaniel",386,10.9,29.3,34.7,13.8,38.5,90.3,27.9,2025,"R","Overall","MLB",82.6,71.2,60.3,60.3,37.9,29.4,61.8,"drop",FALSE,"Non-Poor Loft",0.618,0.294,0.603,0.379,0.4735,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1798",1798,"Lukes, Nathan",329,11.2,27.8,32.8,10.1,31.6,83.8,24,2025,"R","Overall","MLB",52.7,8.6,48.6,48.6,21,31.4,27.5,"drop",FALSE,"Non-Poor Loft",0.275,0.314,0.486,0.21,0.32125,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1799",1799,"Lux, Gavin",332,9.6,24.9,38,9.2,21.3,84.9,34.5,2025,"R","Overall","MLB",10.6,12.7,73.5,73.5,72.7,21.3,22.1,"drop",FALSE,"Non-Poor Loft",0.221,0.213,0.735,0.727,0.474,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"1800",1800,"Machado, Manny",489,14.2,28,35.4,12.2,33.6,92.9,15.1,2025,"R","Overall","MLB",63.6,90.9,23.4,23.4,46,54,46,"drop",FALSE,"Non-Poor Loft",0.46,0.54,0.234,0.46,0.4235,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1801",1801,"Mangum, Jake",340,-0.7,29.3,26.8,5,44.9,85.7,17.1,2025,"R","Overall","MLB",95.8,19.2,29.9,29.9,0.5,0,4.9,"drop",TRUE,"Poor Loft",0.049,0,0.299,0.005,0.08825,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1802",1802,"Manzardo, Kyle",337,21.2,27.2,38.3,22.7,32.5,90.5,65.2,2025,"R","Overall","MLB",57.7,74,98.2,98.2,75.3,94.3,98.4,"drop",FALSE,"Non-Poor Loft",0.984,0.943,0.982,0.753,0.9155,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1803",1803,"Marsee, Jakob",162,10.9,26,40.1,11.7,35.9,84.8,8.9,2025,"R","Overall","MLB",71.7,11.7,8.1,8.1,88.1,29.4,40.3,"drop",TRUE,"Poor Loft",0.403,0.294,0.081,0.881,0.41475,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"1804",1804,"Marsh, Brandon",272,12.6,24.5,40.8,12,33.3,88.1,25.1,2025,"R","Overall","MLB",61.8,47,53,53,91.7,40.8,43.1,"drop",FALSE,"Non-Poor Loft",0.431,0.408,0.53,0.917,0.5715,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1805",1805,"Marte, Ketel",399,14.7,29.9,33.1,11.5,23.9,85.5,23.6,2025,"R","Overall","MLB",17.7,17.4,47.3,47.3,23.1,58.7,38.2,"drop",FALSE,"Non-Poor Loft",0.382,0.587,0.473,0.231,0.41825,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1806",1806,"Marte, Noelvi",252,12.8,28,32.9,10.1,32.3,86.7,22.8,2025,"R","Overall","MLB",56.4,30.4,44.9,44.9,21.6,42.9,27.5,"drop",FALSE,"Non-Poor Loft",0.275,0.429,0.449,0.216,0.34225,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1807",1807,"Marte, Starling",223,10,28.8,34.5,11.6,31.4,84.4,17.1,2025,"R","Overall","MLB",51.4,9.9,29.9,29.9,35.3,23.9,39.2,"drop",FALSE,"Non-Poor Loft",0.392,0.239,0.299,0.353,0.32075,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1808",1808,"Martin, Austin",124,9.6,25.1,37.1,9.2,42.9,86.3,25.2,2025,"R","Overall","MLB",91.9,26.5,53.8,53.8,67,21.3,22.1,"drop",TRUE,"Poor Loft",0.221,0.213,0.538,0.67,0.4105,"Below Average","Excluded from Analysis","Poor Loft + Good Angles"
"1809",1809,"Martínez, Angel",334,18.4,27.6,34.4,12,27,85,33.5,2025,"R","Overall","MLB",30.6,13.8,71.9,71.9,33.8,87.3,43.1,"drop",FALSE,"Non-Poor Loft",0.431,0.873,0.719,0.338,0.59025,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1810",1810,"Massey, Michael",221,22.1,26.2,36.7,13.1,31.9,85.9,32,2025,"R","Overall","MLB",54,21.8,68.3,68.3,61.6,96.1,53.8,"drop",FALSE,"Non-Poor Loft",0.538,0.961,0.683,0.616,0.6995,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1811",1811,"Mastrobuoni, Miles",123,6.2,27.1,38.2,8.6,55.6,90,5.6,2025,"R","Overall","MLB",99.5,68.1,3.6,3.6,74.5,6.2,17.1,"drop",FALSE,"Non-Poor Loft",0.171,0.062,0.036,0.745,0.2535,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"1812",1812,"Matos, Luis",146,14.1,30.1,33.6,10.5,5.4,92.8,5.2,2025,"R","Overall","MLB",0,90.6,2.9,2.9,26,53,30.4,"drop",FALSE,"Non-Poor Loft",0.304,0.53,0.029,0.26,0.28075,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1813",1813,"Mauricio, Ronny",114,12.7,29.8,28.1,11.3,26.9,82.9,15,2025,"R","Overall","MLB",29.9,4.9,23.1,23.1,1.6,41.6,37.1,"drop",FALSE,"Non-Poor Loft",0.371,0.416,0.231,0.016,0.2585,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1814",1814,"Mayo, Coby",179,20.7,31.2,34.6,13.3,22.8,85.2,25,2025,"R","Overall","MLB",14.5,15.6,52.5,52.5,36.1,93.2,56.1,"drop",FALSE,"Non-Poor Loft",0.561,0.932,0.525,0.361,0.59475,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1815",1815,"McCarthy, Jake",159,6.5,30.2,31.4,13.1,21.6,83.6,13.3,2025,"R","Overall","MLB",11.7,7.3,15.6,15.6,11.7,7,53.8,"drop",FALSE,"Non-Poor Loft",0.538,0.07,0.156,0.117,0.22025,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1816",1816,"McCutchen, Andrew",362,14.5,27.3,34.8,14.9,23.5,87.8,47.4,2025,"R","Overall","MLB",16.4,43.4,89.6,89.6,38.4,57.1,68.6,"drop",FALSE,"Non-Poor Loft",0.686,0.571,0.896,0.384,0.63425,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1817",1817,"McGuire, Reese",104,16.3,32.7,31.7,14.2,13.3,81.5,40.6,2025,"R","Overall","MLB",1.6,1.8,84.4,84.4,13.2,71.4,63.9,"drop",FALSE,"Non-Poor Loft",0.639,0.714,0.844,0.132,0.58225,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1818",1818,"McKinstry, Zach",346,14.1,25.2,42.8,14.7,34.1,86.9,30.1,2025,"R","Overall","MLB",64.7,33.2,63.6,63.6,96.9,53,67.8,"drop",TRUE,"Poor Loft",0.678,0.53,0.636,0.969,0.70325,"Good","Poor Loft + Good Angles","Poor Loft + Good Angles"
"1819",1819,"McLain, Matt",340,16.2,28.8,35.6,17.4,33.3,88.8,35.3,2025,"R","Overall","MLB",61.8,54,75.8,75.8,48.8,70.1,85.7,"drop",FALSE,"Non-Poor Loft",0.857,0.701,0.758,0.488,0.701,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1820",1820,"McMahon, Ryan",314,13.9,24.3,37.3,16.1,30.3,93.4,39.9,2025,"R","Overall","MLB",47,93.2,83.9,83.9,69.1,51.2,76.9,"drop",FALSE,"Non-Poor Loft",0.769,0.512,0.839,0.691,0.70275,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1821",1821,"McNeil, Jeff",347,15.9,28,40.1,12.3,28.3,86.9,15.2,2025,"R","Overall","MLB",37.4,33.2,23.6,23.6,88.1,68.3,46.8,"drop",FALSE,"Non-Poor Loft",0.468,0.683,0.236,0.881,0.567,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1822",1822,"Mead, Curtis",178,17.1,29.1,35.4,11.4,42.6,87.4,14.8,2025,"R","Overall","MLB",91.4,39.2,22.3,22.3,46,78.2,37.9,"drop",TRUE,"Poor Loft",0.379,0.782,0.223,0.46,0.461,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1823",1823,"Meadows, Parker",132,12.5,30.1,37.9,13.4,21.7,89.6,20.2,2025,"R","Overall","MLB",11.9,62.3,38.7,38.7,71.4,40.3,57.4,"drop",FALSE,"Non-Poor Loft",0.574,0.403,0.387,0.714,0.5195,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1824",1824,"Meidroth, Chase",377,6.7,28.4,28.4,6.2,37.1,88,14.4,2025,"R","Overall","MLB",77.4,45.5,20.8,20.8,2.3,7.5,7.5,"drop",FALSE,"Non-Poor Loft",0.075,0.075,0.208,0.023,0.09525,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1825",1825,"Merrill, Jackson",334,15.3,25.2,44,18.9,44.1,89.8,32.5,2025,"R","Overall","MLB",95.1,63.9,69.4,69.4,98.4,64.7,90.9,"drop",FALSE,"Non-Poor Loft",0.909,0.647,0.694,0.984,0.8085,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1826",1826,"Meyers, Jake",276,9.9,24.8,37,7.9,33.3,87.3,20.6,2025,"R","Overall","MLB",61.8,37.9,39.5,39.5,64.9,22.9,13.5,"drop",TRUE,"Poor Loft",0.135,0.229,0.395,0.649,0.352,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1827",1827,"Misner, Kameron",127,14.9,29,29.9,14.9,42.9,86.1,27.5,2025,"R","Overall","MLB",91.9,23.1,59,59,5.5,60,68.6,"drop",TRUE,"Poor Loft",0.686,0.6,0.59,0.055,0.48275,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1828",1828,"Moncada, Yoán",175,15.1,26,39.4,15.1,22,83.2,32.6,2025,"R","Overall","MLB",13,6,70.4,70.4,83.4,61.8,69.6,"drop",FALSE,"Non-Poor Loft",0.696,0.618,0.704,0.834,0.713,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1829",1829,"Moniak, Mickey",326,17.4,27.2,39.3,17.3,32.5,88.4,34.6,2025,"R","Overall","MLB",57.7,49.6,74.5,74.5,82.3,80.3,84.7,"drop",FALSE,"Non-Poor Loft",0.847,0.803,0.745,0.823,0.8045,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1830",1830,"Montgomery, Colson",173,17.9,27,37.6,17.4,16.7,85.4,25,2025,"R","Overall","MLB",3.6,16.9,52.5,52.5,70.4,83.9,85.7,"drop",FALSE,"Non-Poor Loft",0.857,0.839,0.525,0.704,0.73125,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1831",1831,"Moore, Dylan",140,21.3,29.2,35.7,15.1,28.9,85.8,20.3,2025,"R","Overall","MLB",40,20.3,39,39,50.1,94.8,69.6,"drop",FALSE,"Non-Poor Loft",0.696,0.948,0.39,0.501,0.63375,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1832",1832,"Morel, Christopher",168,16.9,27.9,37.5,17.5,16.9,86.6,50.5,2025,"R","Overall","MLB",4.7,29.9,91.7,91.7,69.9,76.4,86.2,"drop",FALSE,"Non-Poor Loft",0.862,0.764,0.917,0.699,0.8105,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1833",1833,"Moreno, Gabriel",226,14.4,26,42.5,12.3,44.1,87.6,24.1,2025,"R","Overall","MLB",95.1,40.8,48.8,48.8,96.1,56.4,46.8,"drop",FALSE,"Non-Poor Loft",0.468,0.564,0.488,0.961,0.62025,"Good","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1834",1834,"Mountcastle, Ryan",240,9.1,26,40,11.7,43.6,93,22,2025,"R","Overall","MLB",93.8,91.4,42.6,42.6,87.8,17.7,40.3,"drop",FALSE,"Non-Poor Loft",0.403,0.177,0.426,0.878,0.471,"Below Average","Excluded from Analysis","Non-Poor Loft + Good Angles"
"1835",1835,"Mullins, Cedric",311,23.3,28.6,35.7,17,24.3,88.9,30.2,2025,"R","Overall","MLB",18.7,55.6,64.2,64.2,50.1,98.4,82.3,"drop",FALSE,"Non-Poor Loft",0.823,0.984,0.642,0.501,0.7375,"Good","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1836",1836,"Muncy, Max",372,15.8,30.1,36.8,20.9,22.8,88.2,42.2,2025,"R","Overall","MLB",14.5,48.6,86.2,86.2,62.3,67.8,95.8,"drop",FALSE,"Non-Poor Loft",0.958,0.678,0.862,0.623,0.78025,"Excellent","Non-Poor Loft + Good Angles","Excluded from Analysis"
"1837",1837,"Murphy, Sean",186,10.6,26.4,31.2,16.9,16.4,92.5,35.5,2025,"R","Overall","MLB",3.4,88.1,76.6,76.6,10.1,27,82.1,"drop",FALSE,"Non-Poor Loft",0.821,0.27,0.766,0.101,0.4895,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1838",1838,"Myers, Dane",229,10.6,27.9,34.9,9.4,37.9,91.2,34.7,2025,"R","Overall","MLB",81.6,79.5,74.8,74.8,39.2,27,23.4,"drop",FALSE,"Non-Poor Loft",0.234,0.27,0.748,0.392,0.411,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1839",1839,"Narváez, Carlos",294,13.2,28.6,30.6,11.1,37.3,90.4,29,2025,"R","Overall","MLB",78.4,73,62.6,62.6,8.1,46,35.6,"drop",FALSE,"Non-Poor Loft",0.356,0.46,0.626,0.081,0.38075,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1840",1840,"Naylor, Bo",262,21.5,29.4,38.9,21.2,18.6,87.1,34.4,2025,"R","Overall","MLB",6.8,35.6,73,73,79.5,95.3,96.9,"drop",FALSE,"Non-Poor Loft",0.969,0.953,0.73,0.795,0.86175,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
"1841",1841,"Naylor, Josh",464,11.6,27,32.8,10.4,13.2,84.8,14.1,2025,"R","Overall","MLB",1.3,11.7,19.7,19.7,21,34.8,29.6,"drop",FALSE,"Non-Poor Loft",0.296,0.348,0.197,0.21,0.26275,"Below Average","Excluded from Analysis","Excluded from Analysis"
"1842",1842,"Neto, Zach",353,17.5,26.9,39.1,21.6,31,90.6,56,2025,"R","Overall","MLB",50.1,75.3,95.6,95.6,81.6,80.8,97.7,"drop",FALSE,"Non-Poor Loft",0.977,0.808,0.956,0.816,0.88925,"Excellent","Non-Poor Loft + Good Angles","Non-Poor Loft + Good Angles"
