"","player_name","pitch_name","Pitches","BIP","Swing%","Strike%","Zone%","Chase%","CS%","Foul%","Whiff%","IZ Whiff","OZ Whiff","GB%","HH%"
"34","Berríos, José","Overall",2984,543,46.6,64.2,39.7,34.3,18.4,35.3,25.5,15.8,37.8,42.4,35.4
"35","Bibee, Tanner","Overall",2326,394,47.1,62.3,40.8,31.5,16.4,37.5,26.3,19.2,37.1,37.3,38.1
"36","Bickford, Phil","Overall",1229,185,48.8,61.7,38,33.1,14,39.3,29.7,19,44.4,29.2,42.2
"37","Bido, Osvaldo","Overall",940,159,45,61.7,39.1,32.2,18.2,39.5,22.7,15.5,32.1,35.8,37.1
"38","Bieber, Shane","Overall",1954,387,46,64.6,40.4,31.8,19.2,32.1,24.2,9.8,44.7,47.5,47.8
"39","Bielak, Brandon","Overall",1388,250,45,57.9,37.6,30.7,14,36.2,23.7,14,36.8,51.2,48.4
"40","Bird, Jake","Overall",1391,270,45.6,63.6,44.2,27.8,18.8,36.1,21.1,12.2,38.4,52.6,43.7
"41","Blach, Ty","Overall",1264,272,49.1,66.3,42.5,34.4,17.5,40.7,15.1,7.3,26.8,39.3,43.4
"42","Blackburn, Paul","Overall",1875,313,45.7,60.5,32.9,34.1,15.6,39.4,23.8,12.9,34.7,41.5,33.2
"43","Blanco, Ronel","Overall",905,144,51.2,61,38.6,34.4,11,35.9,33,22.1,48.7,34.7,34.7
"44","Borucki, Ryan","Overall",528,111,52.5,70.5,46,40,18.8,31.4,27.7,20.1,38.6,47.7,29.7
"45","Boyd, Matthew","Overall",1178,203,49.7,62.8,36.5,36.9,14.4,34.2,30.8,20.4,42.4,38.9,36
"46","Bradford, Cody","Overall",1080,192,49.3,66.6,43,33.6,18,41.5,21.6,16.6,29.5,32.8,42.7
"47","Bradish, Kyle","Overall",2723,462,45.7,63.1,40.2,31.8,18.3,36.2,26.3,12.2,46.2,49.1,42.2
"48","Bradley, Taj","Overall",1821,291,50.6,64.1,43.3,32.9,14.7,43,24.9,16.8,38.8,36.4,46.4
"49","Brash, Matt","Overall",1304,166,44.4,60.5,36.9,33.9,17.6,32.1,38.1,21.6,55.9,45.8,34.3
"50","Brasier, Ryan","Overall",929,164,51.1,64.7,42.3,36,14.5,39.4,25.7,16.7,38.9,43.9,42.1
"51","Brazoban, Huascar","Overall",1032,158,47.4,62.3,34.7,37.2,15.7,35.6,31.8,20.1,43,51.9,28.5
"52","Brebbia, John","Overall",675,100,47.6,63.3,41.5,32.2,16.6,41.4,27.4,19.1,40.2,30,44
"53","Brieske, Beau","Overall",637,109,49.5,62.3,35.3,NA,14,43.5,21.9,16.2,28.9,43.1,31.2
"54","Brito, Jhony","Overall",1445,268,48.2,64.5,40.1,35.1,17.5,39.8,21.5,15.8,28.9,44.4,36.9
"55","Brown, Hunter","Overall",2831,442,46,62.2,41.3,31.8,17,41.2,24.6,13.7,40.5,51.8,45.5
"56","Bummer, Aaron","Overall",1099,148,39.9,61.1,38.3,30.2,22.2,34,32,15.7,50.7,60.1,44.6
"57","Burke, Brock","Overall",940,193,56.5,68.1,44.1,37.5,13,41.6,21.8,18.3,27.9,38.9,40.9
"58","Burnes, Corbin","Overall",3171,522,46.2,62.3,36.8,33.8,17.1,35.6,28.6,16.1,43.1,43.9,33.1
"59","Butto, José","Overall",733,118,45.4,57.2,35.2,28.4,13.1,35.7,28.8,21.7,39.3,41.5,44.1
